1, 4833.0, 109
2, 7187.0, 218
3, 8019.0, 331
4, 8366.0, 438
5, 9255.0, 501
1, 4833.0, 109
2, 7181.0, 210
3, 8521.0, 316
5, 9241.0, 515
1, 4340.0, 104
2, 7176.0, 227
3, 8534.0, 304
4, 8909.0, 404
5, 9223.0, 539
1, 4345.0, 117
2, 6676.0, 218
3, 8064.0, 294
4, 8888.0, 426
5, 9247.0, 515
1, 4831.0, 113
2, 7669.0, 212
3, 9014.0, 346
4, 9385.0, 438
1, 4833.0, 112
2, 7188.0, 232
3, 8044.0, 337
4, 8383.0, 419
5, 9263.0, 505
1, 4341.0, 99
2, 7181.0, 222
3, 8528.0, 322
4, 8896.0, 425
5, 9228.0, 519
1, 4833.0, 120
2, 7181.0, 210
3, 8025.0, 335
4, 9378.0, 435
1, 4833.0, 119
2, 7679.0, 205
3, 8007.0, 358
4, 8385.0, 420
5, 9226.0, 524
1, 4342.0, 120
2, 6683.0, 216
3, 8554.0, 317
4, 9367.0, 438
1, 4347.0, 95
2, 7678.0, 227
3, 8528.0, 336
4, 8892.0, 412
5, 9248.0, 512
1, 4833.0, 109
2, 7184.0, 231
3, 8512.0, 349
4, 8860.0, 455
5, 9227.0, 538
1, 4832.0, 112
2, 7176.0, 231
3, 8555.0, 292
4, 8879.0, 444
6, 9066.0, 660
1, 4833.0, 111
2, 7681.0, 215
3, 8035.0, 326
4, 8881.0, 427
5, 9264.0, 499
1, 4833.0, 95
2, 8165.0, 237
4, 8884.0, 432
5, 9253.0, 509
1, 4345.0, 115
2, 6686.0, 225
3, 8504.0, 343
4, 8871.0, 440
5, 9211.0, 545
1, 4340.0, 115
2, 7189.0, 208
3, 9007.0, 341
4, 9374.0, 445
1, 4833.0, 96
2, 7673.0, 207
3, 8530.0, 340
4, 8877.0, 439
5, 9218.0, 548
1, 4833.0, 119
2, 7183.0, 214
3, 8528.0, 322
4, 9370.0, 438
1, 4833.0, 86
2, 6191.0, 213
3, 8063.0, 304
4, 8858.0, 450
5, 9252.0, 524
1, 4833.0, 108
2, 7673.0, 231
3, 8537.0, 318
4, 8888.0, 402
5, 9232.0, 548
1, 4341.0, 106
2, 7675.0, 224
3, 8544.0, 312
4, 8856.0, 447
5, 9247.0, 511
1, 4833.0, 117
2, 7671.0, 227
3, 8521.0, 320
4, 8893.0, 430
6, 9096.0, 598
1, 4833.0, 118
2, 7181.0, 220
3, 8041.0, 317
4, 9369.0, 424
1, 4833.0, 116
2, 6691.0, 223
3, 8537.0, 321
4, 8869.0, 450
5, 9239.0, 531
1, 4833.0, 106
2, 7176.0, 223
3, 8018.0, 340
4, 8908.0, 424
5, 9256.0, 485
1, 4833.0, 120
2, 6186.0, 227
3, 8528.0, 325
4, 9378.0, 434
1, 4343.0, 120
2, 7662.0, 222
3, 8021.0, 335
4, 9370.0, 458
1, 4833.0, 114
2, 7675.0, 205
3, 8009.0, 345
4, 8414.0, 405
5, 9206.0, 553
1, 4335.0, 115
2, 7188.0, 223
3, 8042.0, 311
4, 8919.0, 388
6, 9098.0, 607
1, 4833.0, 115
2, 7172.0, 218
3, 9032.0, 301
6, 9119.0, 598
1, 4341.0, 114
2, 7178.0, 229
3, 8525.0, 331
6, 8578.0, 630
7, 8952.0, 729
1, 4832.0, 115
2, 6694.0, 209
3, 8020.0, 341
4, 8879.0, 438
5, 9246.0, 516
1, 4341.0, 98
2, 7675.0, 235
3, 9011.0, 346
5, 9253.0, 505
1, 4341.0, 109
2, 7193.0, 227
3, 8563.0, 310
4, 8878.0, 422
5, 9255.0, 522
1, 4343.0, 116
2, 7178.0, 205
3, 8524.0, 317
4, 8905.0, 426
5, 9221.0, 539
1, 4348.0, 96
2, 7670.0, 217
3, 8518.0, 347
4, 9373.0, 451
1, 4341.0, 105
2, 7183.0, 210
3, 8509.0, 349
4, 8890.0, 414
5, 9217.0, 531
1, 4341.0, 110
2, 7173.0, 226
3, 8515.0, 309
4, 8889.0, 419
5, 9251.0, 501
1, 4833.0, 113
2, 7670.0, 226
3, 8037.0, 292
4, 8881.0, 406
5, 9242.0, 528
1, 4833.0, 116
2, 7664.0, 227
3, 8040.0, 301
4, 8860.0, 443
5, 9245.0, 522
1, 4838.0, 120
2, 6684.0, 216
3, 7526.0, 298
4, 9375.0, 408
1, 4832.0, 111
2, 7681.0, 232
4, 8388.0, 432
5, 9248.0, 511
1, 4833.0, 111
2, 7681.0, 215
3, 8509.0, 341
4, 8873.0, 440
5, 9248.0, 508
1, 4833.0, 117
2, 7189.0, 223
3, 8034.0, 327
4, 8878.0, 422
6, 9136.0, 599
1, 4345.0, 110
2, 7681.0, 220
3, 8510.0, 350
4, 8916.0, 394
5, 9260.0, 522
1, 4341.0, 112
2, 6685.0, 206
3, 8515.0, 345
4, 8868.0, 426
5, 9230.0, 547
1, 4840.0, 104
2, 7679.0, 215
3, 8529.0, 340
4, 8851.0, 460
5, 9202.0, 574
1, 4833.0, 107
2, 7176.0, 224
3, 8042.0, 319
4, 8875.0, 441
5, 9224.0, 536
1, 4347.0, 110
2, 8165.0, 232
3, 8536.0, 314
4, 8872.0, 421
5, 9238.0, 522
1, 4341.0, 115
2, 7175.0, 233
3, 8507.0, 327
4, 8904.0, 402
5, 9193.0, 562
1, 4832.0, 115
2, 7179.0, 213
3, 9029.0, 331
4, 9347.0, 466
1, 4341.0, 116
2, 6680.0, 224
3, 9022.0, 332
5, 9250.0, 532
1, 4832.0, 111
2, 6689.0, 208
3, 9014.0, 348
4, 9389.0, 432
1, 4833.0, 106
2, 7175.0, 234
3, 8537.0, 335
4, 8893.0, 439
5, 9209.0, 556
1, 4840.0, 116
2, 6693.0, 219
3, 8033.0, 321
4, 9369.0, 417
1, 4840.0, 118
2, 6183.0, 216
3, 9022.0, 328
5, 9197.0, 544
1, 4833.0, 93
2, 7170.0, 218
3, 8532.0, 328
4, 8871.0, 443
5, 9226.0, 531
1, 4341.0, 118
2, 7670.0, 216
3, 8016.0, 333
4, 9366.0, 443
1, 4341.0, 117
2, 7668.0, 234
3, 8508.0, 339
4, 9390.0, 444
1, 4348.0, 120
2, 6676.0, 222
3, 7528.0, 325
4, 8877.0, 413
5, 9208.0, 542
1, 4832.0, 100
2, 7669.0, 229
3, 8501.0, 333
4, 8881.0, 404
5, 9240.0, 538
1, 4341.0, 96
2, 7680.0, 224
3, 9007.0, 353
4, 9372.0, 431
1, 4833.0, 107
2, 7171.0, 229
3, 8506.0, 343
4, 8900.0, 416
5, 9248.0, 532
1, 4341.0, 119
2, 6668.0, 227
3, 8518.0, 334
4, 8880.0, 433
5, 9240.0, 542
1, 4832.0, 109
2, 7667.0, 219
3, 8523.0, 314
4, 8887.0, 433
5, 9205.0, 579
1, 4831.0, 90
2, 7180.0, 234
3, 9003.0, 354
4, 9374.0, 424
1, 4339.0, 108
2, 7180.0, 220
3, 8530.0, 311
4, 8876.0, 431
5, 9237.0, 533
1, 4833.0, 116
2, 7173.0, 218
3, 8045.0, 302
4, 9375.0, 436
1, 4838.0, 118
2, 7673.0, 230
3, 8527.0, 325
4, 9371.0, 415
1, 4347.0, 119
2, 7176.0, 227
3, 8024.0, 339
5, 9221.0, 556
1, 4833.0, 105
2, 7184.0, 226
4, 8888.0, 410
5, 9266.0, 491
1, 4833.0, 108
2, 7174.0, 227
3, 7511.0, 332
4, 8405.0, 406
5, 9244.0, 537
1, 4833.0, 116
2, 7174.0, 226
3, 9023.0, 344
4, 9369.0, 457
1, 4832.0, 115
2, 7181.0, 236
3, 8035.0, 327
4, 8865.0, 437
5, 9220.0, 533
1, 4840.0, 109
2, 7176.0, 232
3, 8508.0, 328
5, 9238.0, 530
1, 4833.0, 108
2, 7667.0, 231
3, 8004.0, 350
4, 9385.0, 440
1, 4833.0, 116
2, 7178.0, 220
3, 8014.0, 348
4, 8923.0, 411
5, 9225.0, 545
1, 4341.0, 116
2, 7668.0, 223
3, 8499.0, 347
4, 9355.0, 438
1, 4833.0, 119
2, 7180.0, 239
3, 8061.0, 286
4, 8854.0, 452
6, 9122.0, 599
1, 4833.0, 103
2, 7190.0, 209
3, 8522.0, 336
4, 8854.0, 457
6, 9069.0, 664
1, 4833.0, 112
2, 7185.0, 225
3, 8513.0, 339
4, 9367.0, 431
1, 4341.0, 119
2, 7174.0, 219
3, 9041.0, 324
5, 9231.0, 524
1, 4831.0, 111
2, 7667.0, 226
3, 8524.0, 328
4, 8852.0, 449
5, 9217.0, 535
1, 4343.0, 119
2, 7175.0, 233
3, 8038.0, 329
4, 9390.0, 420
1, 4341.0, 102
2, 7167.0, 231
3, 8530.0, 329
4, 9341.0, 458
1, 4833.0, 115
2, 7185.0, 216
3, 8046.0, 320
4, 9358.0, 462
1, 4833.0, 114
2, 6703.0, 198
3, 8547.0, 313
4, 8855.0, 447
5, 9273.0, 477
1, 4343.0, 118
2, 7176.0, 237
3, 8532.0, 330
4, 8875.0, 445
6, 9064.0, 658
1, 4833.0, 111
2, 7171.0, 234
3, 8032.0, 325
4, 9386.0, 427
1, 4347.0, 98
2, 7174.0, 234
3, 8535.0, 324
4, 9379.0, 429
1, 4343.0, 115
2, 8165.0, 213
3, 8550.0, 309
5, 9210.0, 553
1, 4342.0, 117
2, 7180.0, 233
3, 8526.0, 328
5, 9238.0, 534
1, 4835.0, 115
2, 6686.0, 207
3, 8051.0, 310
4, 9345.0, 454
1, 4832.0, 104
2, 6677.0, 234
3, 9010.0, 340
4, 9381.0, 431
1, 4833.0, 115
2, 7678.0, 226
3, 9008.0, 350
4, 9369.0, 434
1, 4833.0, 110
2, 7179.0, 227
3, 9028.0, 326
6, 9087.0, 628
1, 4341.0, 119
2, 7186.0, 212
3, 8526.0, 334
4, 8869.0, 427
5, 9229.0, 503
1, 4838.0, 109
